Date;Localisation;ESR;Type
10/01/2015;Héricourt;non;Collision contre obstacle à un passage à niveau
18/01/2015;Nice Technicentre;non;Talonnage d’aiguille ou bivoie
12/01/2015;Vierzon;non;Talonnage d’aiguille ou bivoie
21/01/2015;Uckange;non;Talonnage d’aiguille ou bivoie
09/02/2017;Entre AVOISE et SABLE;non;Erreur de procédure
23/01/2017;ENTRE LA GRAVE D'AMBARES ET SAINT-MARIENS;oui;Erreur grave de procédure
15/02/2017;CHAVONNEX;oui;Collision contre obstacle
14/02/2017;BETEMBOURG;non;Collision entre trains ou éléments de trains
06/02/2017;MELUN;non;Erreur de procédure
20/02/2017;PARIS GARE de LYON;non;Non conformité du matériel roulant
06/01/2017;HERNY;oui;Dépassement de vitesse supérieur à 40km/h
19/01/2017;RIVES;non;Point limite d’un pantographe dépassé par une circulation électrique
12/02/2017;PARIS-MONTPARNASSE;non;Appareil de voie mal disposé
05/02/2017;LA VRINE;non;Accident du travail
04/07/2016;Saverne;non;Erreur de procédure
01/07/2016;Bordeaux Saint-Jean;oui;Franchissement de signal
27/06/2016;Revigny;non;Dégagement de fumée sur matériel roulant
16/04/2016;Somain;non;Déraillement
11/04/2016;Technicentre Thionville;non;Collision entre trains ou éléments de trains
23/04/2016;Laval;oui;Dégagement de fumée sur matériel roulant
08/04/2016;Saint Jory;non;Collision contre obstacle
08/04/2016;Genève la Plaine;non;Composition non conforme
06/04/2016;Entre Saint-Cyr et Versailles-Chantier;non;Perte d’organe du matériel roulant
13/04/2016;Chambéry;non;Porte ouverte en ligne
11/04/2017;BOUAYE;oui;Réception intempestive sur voie occupée
16/05/2017;ENTRE ST MAIXENT ET LA CRECHE;non;Erreur de procédure
05/04/2017;CAEN;non;Sortie intempestive ou engagement d’un domaine fermé
11/04/2017;LA MOTTE BREUIL;non;Défaut géométrie voie
03/05/2017;ROUFFACH;non;Franchissement de signal
11/05/2017;LIMOGES;non;Collision avec enfoncement de heurtoir
05/04/2017;GERLAND;non;Perte d’organe du matériel roulant
29/03/2017;BELFORT;non;Sortie intempestive ou engagement d’un domaine fermé
31/03/2017;TECHNICENTRE RHONE ALPES;non;Electrisation
12/05/2017;LE BUISSON;oui;Déraillement
07/02/2018;PORTET SAINT SIMON;oui;Raté de fermeture à un passage à niveau
22/01/2018;PAGNY LE CHÂTEAU;oui;Erreur de procédure
22/01/2018;BENY;oui;Intempéries
11/01/2018;MARSEILLE-CHARTREUX;oui;Franchissement de signal
13/02/2018;THIONVILLE;oui;Dérive
26/01/2018;ROSPORDEN et QUIMPER;oui;Dépassement de vitesse supérieur à 40km/h
218-09-02;JUVISY;oui;Défaut géométrie voie
05/01/2018;LEUCATE-LA FRANQUI;oui;Incendie dans un train
17/12/2017;PIERRELATTE;non;Erreur de procédure
04/01/2018;SAINT ROME DE CERNON;oui;Intempéries
17/07/2016;Saint-Florentin;oui;Porte ouverte en ligne
25/07/2016;Pont de Sallaumines;non;Franchissement de signal
27/07/2016;Venissieux;oui;Porte ouverte en ligne
25/07/2016;Paris Batignolles;non;Départ sans autorisation
12/06/2016;Gevrey Triage;ND;Réception intempestive sur voie occupée
23/08/2016;Besançon;non;Non mise en protection
09/08/2016;Paris Saint Lazare;oui;Défaillance voie
20/07/2016;Bordeaux;non;Franchissement de signal
09/08/2016;Luneville;non;Incident grave de signalisation
30/07/2016;Longuyon;non;Boîte chaude
23/01/2017;PERPIGNAN;oui;Collision avec enfoncement de heurtoir
20/01/2017;LA VILETTE SAINT-PRIEST;oui;Raté de fermeture à un passage à niveau
25/01/2017;SOMAIN;non;Accident de marchandise dangereuse
02/02/2017;VILLEMOMBLE;oui;Défaillance voie
23/01/2017;ENTRE MAGLAND ET SALLANCHES;oui;Erreur de procédure
23/01/2017;VIENNE;non;Composition non conforme
01/02/2017;MELUN;non;Avarie matériel roulant
07/02/2017;BREAUTE-BEAUZEVILLE;non;Déraillement sans engagement de la voie principale
31/01/2017;SAINT JEAN-DE-MAURIENNE;non;Matières dangereuses
10/01/2017;MARSEILLE;non;Circulation de véhicule non autorisée
16/06/2017;BRETIGNY;oui;Défaillance d'ouvrage
15/06/2017;Entre FONT-ROMEU et BOLQUERE-EYNE;non;Défaillance voie
29/06/2017;LISIEUX;oui;Présence de voyageurs sur voie
12/06/2017;CLELLES;non;Autorisation de franchissement sans vérification
28/06/2017;NEVERS;oui;Non respect du point d'arrêt
14/06/2017;PAS-DES-LANCIERS;non;Accident de marchandise dangereuse
16/06/2017;Entre CIEURAC et CAHORS;non;Porte ouverte en ligne
20/06/2017;LE PUY SAINT FIRMINY;non;Accident du travail
07/06/2017;LA FERTE MILON;oui;Défaut géométrie voie
21/06/2017;MARSEILLE;non;Collision avec enfoncement de heurtoir
07/06/2016;Nice;oui;Franchissement de signal
13/09/2016;Entre SAINT CHERY et VIERZON;non;Collision contre obstacle à un passage à niveau
23/09/2016;MIRAMAS;oui;Déraillement
01/09/2016;VIENNE;non;Incendie dans un train
29/08/2016;MULHOUSE;non;Déraillement
08/09/2016;SELESTAT;oui;Incident grave
14/08/2016;GENOLHAC;oui;Incident grave
21/09/2016;DUNKERQUE;non;Incident grave de signalisation
29/08/2016;RAMBOUILLET;non;Déraillement sans engagement de la voie principale
28/09/2016;SAINT-PIERRE DES CORPS;oui;Défaut géométrie voie
24/10/2017;ABBEVILLE et AMIENS;non;Raté de fermeture à un passage à niveau
03/11/2017;INFRAPOLE PARIS SUD EST;non;Accident du travail
09/10/2017;PERRIGNY P2;non;Défaillance d'ouvrage
03/10/2017;MORLAIX et RENNES;oui;Dépassement de vitesse supérieur à 40km/h
09/10/2017;BALBIGNY;oui;Raté de fermeture à un passage à niveau
16/10/2017;RETIERS;oui;Déraillement
03/11/2017;FOURCHAMBAULT;oui;Défaut géométrie voie
10/10/2017;INFRAPOLE AUVERGNE NIVERNAIS;non;Accident du travail
07/11/2017;PERPIGNAN;non;Perte d’organe du matériel roulant
10/10/2017;INFRAPOLE AUVERGNE NIVERNAIS;non;Accident du travail
02/04/2018;GRENAY;oui;Avarie matériel roulant
07/04/2018;ROMANS BOURG DE PÊAGE;oui;Raté de fermeture à un passage à niveau
13/03/2018;VAL LES MARAIS;oui;Dérive
07/05/2016;Saint-Michel Notre Dame et Paris Austerlitz;non;Réalimentation intempestive des caténaires
26/05/2016;Gare basse de Strasbourg;non;Collision avec enfoncement de heurtoir
24/04/2016;Modane;oui;Déraillement sans engagement de la voie principale
17/05/2016;Gare de Juvisy;non;Mise en œuvre de travaux en dehors du domaine fermé
13/05/2016;Brive;oui;Rupture d'attelage
29/04/2016;Peyraud;non;Boîte chaude
29/05/2016;Buisson;non;Franchissement de signal
30/04/2016;Lyon Guillotiere;oui;Engagement intempestif d’une circulation sur une voie protégée
28/04/2016;Clermont de L'oise;non;Chute de voyageur
08/05/2016;Valence;non;Incident de frein
22/11/2016;METZ-VILLE;oui;Franchissement de signal
18/08/2016;Vic le Comte;oui;Raté de fermeture à un passage à niveau
30/11/2016;ETAMPES;oui;Collision
06/12/2016;NANCY;oui;Collision
22/11/2016;HAUSBERGEN;non;Déraillement
29/11/2016;GUIGNICOURT;non;Collision contre obstacle
11/12/2016;PARIS AUSTERLITZ;non;Collision par prise en écharpe
15/12/2016;HESDIN;non;Défaut ayant conduit à un risque grave
21/12/2016;BADAN;non;Réception intempestive sur voie occupée
06/12/2016;ENTRE VICHY ET PUY GUILLAUME;oui;Défaut géométrie voie
08/10/2016;THIONVILLE;non;Matières dangereuses
27/10/2016;SAINT-JORY;oui;Erreur de procédure
21/10/2016;VILLEFRANCHE DE ROUERGUE;non;Dépassement de vitesse supérieur à 40km/h
06/10/2016;GUETHARY;oui;Dépassement de vitesse supérieur à 40km/h
18/10/2016;GARE DE SAINT-MARTIN D'ETAMPES;non;Pénétration intempestive sur domaine fermé
24/10/2016;MACON;non;Incident caténaire
19/10/2016;ENTRE LEROUVILLE ET METZ-VILLE;oui;Défaut géométrie voie
30/10/2016;PARIS MONTPARNASSE;non;Erreur de procédure
16/10/2016;TECHNICENTRE EST EUROPEEN;non;Déraillement
06/02/2017;CORDEMAIS;non;Expédition sans ordre
10/02/2017;VILLENEUVE-PRAIRIE;non;Départ sans autorisation
17/02/2017;CORBEHEM;non;Déraillement
01/02/2017;METZ-VILLE;non;Déraillement
13/02/2017;RAMBOUILLET;non;Electrisation
13/02/2017;Les ARDOINES;non;Electrisation
18/01/2017;ROUEN RIVE-DROITE;oui;Dérive
06/02/2017;CHABANAIS;non;Circulation de véhicule non autorisée
14/02/2017;Entre BELFORT et DELLE;non;Electrisation
03/02/2017;PARIS-SUD-EST;non;Electrisation
03/03/2017;BUSSAC;oui;Incident grave
21/02/2017;PARIS-NORD;non;Franchissement de signal
26/02/2017;LILLE-FLANDRES;oui;Collision avec enfoncement de heurtoir
16/03/2017;MELUN;oui;Erreur de procédure
15/02/2017;SOULTZ-SOUS-FORÊTS;non;Raté de fermeture à un passage à niveau
21/02/2017;TARASCON;non;Accident du travail
25/02/2017;SIBELIN;non;Marchandises dangereuses
16/03/2017;VAIRES-SUR-MARNE;oui;Défaut géométrie voie
19/03/2017;VILLENEUVE SUR ALLIER;oui;Porte ouverte en ligne
24/02/2017;PARIS;non;Accident du travail
10/04/2017;HAZEBROUCK;non;Porte ouverte en ligne
28/03/2017;FONDAMENTE;oui;Désordre ouvrage d’art
10/04/2017;MARSEILLE;oui;dérive
30/03/2017;AUTERIVE;non;Collision contre un obstacle à un passage à niveau
27/03/2017;HENDAYE;non;Perte d’organe du matériel roulant
03/04/2015;Saint-Hilaire;oui;Franchissement de signal
31/03/2015;Vierzon;non;Déraillement sans engagement de la voie principale
27/03/2015;Dijon Ville;non;Dérive
02/04/2015;Entre Sète et Béziers;oui;Défaillance voie
31/03/2015;Amiens;non;Déraillement sans engagement de la voie principale
26/03/2015;REIMS;non;Accident de personne
25/03/2015;Lyon Part Dieu;non;Composition non conforme
25/03/2015;Perrigny Poste 2;non;Déraillement sans engagement de la voie principale
31/03/2015;Beaune;non;Réception intempestive sur voie occupée
26/03/2015;Blanc Misseron;non;Déraillement
09/02/2015;Lyon Guillotière;non;Engagement intempestif d’une circulation sur une voie protégée
04/02/2015;Clermont Ferrand;non;Franchissement de signal
10/02/2015;Tarbes;non;Engagement intempestif d’une circulation sur une voie protégée
10/02/2015;Juvisy;non;Engagement intempestif d’une circulation sur une voie protégée
16/02/2015;Montdidier;non;Expédition sans ordre
02/02/2015;Chamonix;non;Talonnage d’aiguille ou bivoie
20/02/2015;Lyon Perrache;non;Circulation de véhicule non autorisée
10/02/2015;Villers Cotterets;oui;Désordre d’ouvrage en terre
10/02/2015;Lyon Montluçon;non;Talonnage d’aiguille ou bivoie
18/02/2015;Annemasse;non;Talonnage d’aiguille ou bivoie
21/08/2015;Saint-Georges-d'Espérance;oui;Incendie dans un train
25/08/2015;Entre Saint-Pierre le Moutier et Saincaize;oui;Incident grave de signalisation
26/08/2015;Entre Font-Romeu et Saint-Leocadie;oui;Raté de fermeture à un passage à niveau
01/09/2015;Entre Dreux et Marchezais-Broue;non;Déraillement sans engagement de la voie principale
27/08/2015;Entre Pont de Veyle et Macon Ville;oui;Défaillance voie
07/09/2015;Poitiers;non;Réception intempestive sur voie occupée
27/08/2015;Cazères-sur-Garonne;ND;Collision contre obstacle à un passage à niveau
07/09/2015;Achères;non;Déraillement
08/06/2015;Châlons en Champagne;oui;Dérive
17/06/2015;Oulchy Breny;non;Erreur grave de procédure
30/05/2015;Entre Amberieu et Montluel;oui;Porte ouverte en ligne
22/06/2015;Entre Saint-Just sur Loire et Le Coteau;non;Incident grave de signalisation
17/06/2015;Narbonne;oui;Dépassement de vitesse supérieur à 40km/h
22/06/2015;Pantin;non;Accident de personne
03/06/2015;La Verrière;non;Collision avec enfoncement de heurtoir
11/06/2015;Bethisy Saint-Pierre;oui;Acte de malveillance
16/06/2015;Entre Virieu et Pressins;oui;Défaut géométrie voie
17/06/2015;Saint Vallier sur Rhône;oui;Défaut géométrie voie
20/07/2015;Entre Achères et Maisons Lafitte;oui;Défaillance voie
02/07/2015;Saze;oui;Sortie intempestive ou engagement d’un domaine fermé
23/07/2015;Armentières;oui;Incendie dans un train
23/07/2015;Hourcade;non;Incident de marchandise dangereuse
03/07/2015;Gare de bussière-Galant;non;Erreur d’itinéraire
16/07/2015;Amiens;non;Talonnage d’aiguille ou bivoie
15/07/2015;Le Landy;non;Franchissement de signal
01/08/2015;Limoges Dépôt;non;Dérive et collision
03/07/2015;Bussieres Galant;oui;Incendie dans un train
13/07/2015;Rennes;oui;Incident grave de signalisation
12/08/2015;Bordeaux Hourcade;oui;Sortie intempestive ou engagement d’un domaine fermé
07/08/2015;Portes les Valence;non;Déraillement sans engagement de la voie principale
05/08/2015;Hourcade;non;Franchissement de signal
02/08/2015;Entre Noyal-A. PL et Cesson-S PL;oui;Collision contre obstacle et deraillement
21/08/2015;Saint Matthieu;oui;Défaillance voie
11/08/2015;Cazères-sur-Garonne;non;Perte d’organe du matériel roulant
07/08/2015;Voujeaucourt;oui;Incendie dans un train
15/08/2015;Woippy Paloma;non;Collision entre trains ou éléments de trains
17/08/2015;Villeneuve les Maguelone;non;Collision contre obstacle
06/08/2015;Entre Rethel et Reims;non;Acte de malveillance
12/05/2015;Laroche Migennes;non;Engagement intempestif d’une circulation sur une voie protégée
18/05/2015;Amberieu;non;Déraillement sans engagement de la voie principale
05/05/2015;Bayonne;oui;Franchissement de signal
22/05/2015;Entre Mezidon et Lecaude;non;Perte d’organe du matériel roulant
14/05/2015;Entre Clisson et la Roche sur Yon;non;Porte ouverte en ligne
03/05/2015;Entre Pontrieux Halte et Brelidy-Plouec;oui;Collision contre obstacle à un passage à niveau
05/05/2015;Nevers;non;Collision contre obstacle
15/05/2015;Le Plessis Belleville;oui;Raté de fermeture à un passage à niveau
27/11/2016;MARSEILLE;oui;Dégagement de fumée sur matériel roulant
02/12/2016;PARIS NORD;non;Défaillance voie
12/12/2016;BRETIGNY;non;Expédition sans ordre
28/03/2017;REIMS;non;Erreur de procédure
05/04/2017;VERNEUIL L'ETANG;oui;Expédition sans ordre
05/04/2017;La RIVIERE DRUGEON;non;Incident caténaire
01/04/2017;CANNES MARCHANDISES;non;Accostage brutal
26/03/2017;HYERES;non;Franchissement de signal
25/03/2017;LE FAUGA;oui;Dépassement de vitesse supérieur à 40km/h
02/05/2017;LAPEYROUSE;oui;Mouvement en sens inverse du sens normal
06/04/2017;SAINT AVERTIN;oui;Défaut ayant conduit à un risque grave
25/04/2017;SAVIGNY SUR ORGE;non;Franchissement de signal
04/05/2017;VILLENEUVE-LES-BEZIERS;oui;Collision
06/04/2017;DIJON;non;Réception intempestive sur voie occupée
02/05/2017;CHASSE SUR RHONE;non;Déraillement sans engagement de la voie principale
18/04/2017;MONTIGNY BEAUCHAMPS;non;Déraillement
07/05/2017;CHÂTEAU-THIERRY;non;Porte ouverte en ligne
12/04/2017;Entre MIECAZE et VIESCAMP;non;Accident du travail
10/04/2017;STRASBOURG;oui;Porte ouverte en ligne
06/03/2018;BUSIGNY;oui;Dépassement de vitesse supérieur à 40km/h
02/05/2018;VENISSIEUX;oui;Dérive
17/02/2018;LE FERTE MILON;oui;Erreur de procédure
27/02/2018;CHINDREUX;oui;Franchissement de signal
14/02/2018;NÎMES;oui;Erreur de procédure
21/03/2018;BAYONNE;non;Collision par prise en écharpe
27/04/2018;SAINT FLORENT SUR CHER;oui;Incendie dans un train
08/03/2018;CHATEAUDUN;oui;Défaut géométrie voie
14/02/2018;BONNIERES;oui;Porte ouverte en ligne
14/07/2017;Saint Denis Près Martel;oui;Réception intempestive sur voie occupée
18/07/2017;Génolhac;oui;Réception intempestive sur voie occupée
11/07/2017;LE BOURGET;non;Déraillement
01/08/2017;EPINAY SUR SEINE;oui;Talonnage d’aiguille ou bivoie
23/06/2017;TERGNIER;oui;Talonnage d’aiguille ou bivoie
09/07/2017;CHAMBERY;non;Franchissement de signal
02/08/2017;TECHICENTRE SUD EST EUROPEEN;non;Electrisation
03/07/2017;LYON PART-DIEU;non;Erreur de procédure
12/06/2017;VALENTON;non;Incident de marchandise dangereuse
28/06/2017;VILLEFRANCHE VERNET-LES-BAINS;non;Talonnage d’aiguille ou bivoie
21/12/2017;CLERMONT-FERRAND;oui;Dérive
22/01/2018;HENDAYE;oui;Déraillement
06/12/2017;LILLE FLANDRES;oui;Sortie intempestive ou engagement d’un domaine fermé
01/12/2017;MAROEUIL;oui;Talonnage d’aiguille ou bivoie
23/01/2018;LYON PART-DIEU;oui;Erreur de procédure
05/01/2018;ASPRES SUR PUECH;oui;Accident de voyageur
19/11/2017;CREST;oui;Erreur de procédure
29/12/2017;Entre BERNAY et LISIEUX;oui;Porte ouverte en ligne
26/01/2018;JESSAINS;oui;Dépassement de vitesse supérieur à 40km/h
08/01/2018;entre FONTPEDROUSE et MONT-LOUIS;oui;Intempéries
05/11/2017;INFRAPOLE AUVERGNE NIVERNAIS;non;Déshuntage
25/10/2017;NIMES;oui;Heurt au croisement
16/10/2017;TECHNICENTRE DE VILLENEUVE ST-GEORGES;non;Réception intempestive sur voie occupée
20/11/2017;LILLE FLANDRES;oui;Erreur de procédure
25/10/2017;LANNEMEZAN;oui;Franchissement de signal
23/10/2017;PERSAN BEAUMONT;non;Collision avec enfoncement de heurtoir
29/10/2017;PANTIN;non;Avarie matériel roulant
30/10/2017;MOUZON;oui;Défaut géométrie voie
16/10/2017;INFRAPOLE CHAMPAGNE ARDENNES;non;Accident du travail
08/11/2017;GARE D'ONVILLE;non;Talonnage d’aiguille ou bivoie
21/05/2017;ALIXIAN;oui;Franchissement de signal
10/05/2017;RIXHEIM;non;Erreur de procédure
11/05/2017;SAULON;non;Talonnage d’aiguille ou bivoie
31/05/2017;LILLE;non;Restitution d'une Demande de Fermeture de Voie
22/05/2017;Entre TROYES et BRIENNE LE CHÂTEAU;oui;Défaut géométrie voie
16/05/2017;HENDAYE;non;Déraillement
09/06/2017;TECHNICENTRE LORRAINE;non;Collision contre obstacle
26/05/2017;AMBERIEU;non;Boîte chaude
29/05/2017;Entre PARIS SAINT-LAZARE et BREVAL;oui;Collision
30/05/2017;LANDERNAU;non;Déraillement sans engagement de la voie principale
19/10/2017;BATIGNOLLES;oui;Dérangement des installations de sécurité
20/09/2017;MOULHOUSE;oui;Autorisation de franchissement sans vérification
15/09/2017;HAUSBERGEN;oui;Pénétration intempestive sur domaine fermé
11/09/2017;DIJON;oui;Présence de voyageurs sur voie
22/09/2017;PARIS BERCY;non;Départ sans autorisation
16/09/2017;NUITS SAINT GEORGES;non;Incident grave
17/09/2017;UZERCHE;non;Incendie dans un train
18/09/2017;MIRAMAS;non;Accident du travail
16/08/2017;CARCASSONNE;non;Déraillement
18/09/2017;INFRALOG LIMOGES;non;Accident du travail
20/06/2017;LA MILESSE;oui;Engagement intempestif d’une circulation sur une voie protégée
22/06/2017;LE CHEYLAS;non;Raté de fermeture à un passage à niveau
25/06/2017;BALAN;oui;Raté de fermeture à un passage à niveau
16/06/2017;SAINT AGNAN NOYERS;non;Déraillement
12/06/2017;SAINT OPIERRE DES CORPS;non;Talonnage d’aiguille ou bivoie
16/06/2017;Entre GOULAND et TREGONNEAU;oui;Raté de fermeture à un passage à niveau
10/06/2017;MONTMELIAN;non;Erreur de procédure
21/06/2017;WOIPPY;non;Collision entre trains ou éléments de trains
23/06/2017;Entre SAINT CYPRIENS et LARDENNES;non;Acte de malveillance
19/06/2017;RENNES;oui;Défaut géométrie voie
29/03/2015;Gonesse;oui;Défaillance voie
18/03/2015;Belfort;non;Déraillement
26/03/2015;Avignon TGV;non;Porte ouverte en ligne
23/03/2015;Lille Garolille;non;Dérive
23/02/2015;Nogent le Perreux;oui;Talonnage d’aiguille ou bivoie
11/03/2015;Gare de Pont Cardinet;non;Réception intempestive sur voie occupée
22/02/2015;Gare de Paris Saint Lazare;non;Départ sans autorisation
12/03/2015;Sotteville;non;Sortie intempestive ou engagement d’un domaine fermé
11/03/2015;Bollène La croisière;non;Talonnage d’aiguille ou bivoie
02/03/2015;Metz-Ville;oui;Dérive
23/02/2015;Creil;oui;Porte ouverte en ligne
09/03/2015;Luxembourg Ville;oui;Franchissement de signal
16/03/2015;Sète;non;Déraillement sans engagement de la voie principale
22/02/2015;Castelnaudary;non;Déraillement sans engagement de la voie principale
23/05/2015;Saint Rambert d'Albon;non;Incendie dans un train
25/05/2015;Bellegarde;non;Incident caténaire
27/05/2015;Gare de Trappes Poste 3;non;Franchissement de Signal
13/05/2015;Agde;non;accident du travail
12/05/2015;Emerainville;non;Franchissement de signal
07/05/2015;Batignolles - Poste 3;non;Départ sans autorisation
12/05/2015;Noisy faisceau banlieue;non;Franchissement de signal
26/05/2015;Chantier Multi Technique d'Avigon;non;Déraillement sans engagement de la voie principale
09/05/2015;Lyon;non;Engagement de gabarit suite à désemparement de pièce
07/05/2015;Nevers;non;Dégagement de fumée sur matériel roulant
29/10/2014;Valenton;non;Déraillement sans engagement de la voie principale
07/10/2014;St Cyr;non;Sortie intempestive ou engagement d’un domaine fermé
28/10/2014;Clermont Ferrand;oui;Défaut géométrie voie
23/10/2014;Collonges Fontaines;oui;Insuffisance de freinage
29/10/2014;Stephansfeld;non;Chute de voyageur
25/10/2014;Romans Bourg de Péage;non;Circulation de véhicule non autorisée
22/10/2014;Maizières les Metz;oui;Accident du travail
29/10/2014;Cessens;non;Perte d’organe du matériel roulant
21/10/2014;Hazebrouck;non;Talonnage d’aiguille ou bivoie
23/10/2014;Serquigny;non;Talonnage d’aiguille ou bivoie
16/09/2014;Valence Moirans;non;Sortie intempestive ou engagement d’un domaine fermé
04/09/2014;Viroflay;non;Franchissement de signal
17/09/2014;Angers St Laud;non;Réception intempestive sur voie occupée
11/09/2014;Raon l'Etape;non;Appareil de voie mal disposé
09/09/2014;Entre Meaux et La Ferté Milon;oui;Défaillance voie
09/09/2014;Breauté Beuzeville;non;Déraillement sans engagement de la voie principale
04/09/2014;Lyon Guillotière;non;Franchissement de signal
08/09/2014;Petit Thérain;non;Collision entre trains ou éléments de trains
31/08/2014;Bobigny;non;Accident de personne
28/08/2014;Vaires sur Marne;oui;Délivrance d’un bulletin de franchissement sans vérification
09/09/2014;Roanne;non;Déraillement sans engagement de la voie principale
12/10/2014;Batignolles;non;Dérive
17/10/2014;Badan;non;Réception intempestive sur voie occupée
07/10/2014;Perrigny;non;Collision contre obstacle
17/10/2014;Paris Est;non;Collision entre trains ou éléments de trains
20/10/2014;Paris Bercy;non;Réception intempestive sur voie occupée
08/10/2014;Bourg en Bresse;non;Déraillement sans engagement de la voie principale
21/10/2014;Provins;non;Talonnage d’aiguille ou bivoie
07/10/2014;Nîmes;non;Défaillance voie
05/02/2015;Grenoble;non;Accostage brutal
05/02/2015;Argenteuil Triage;non;Réception intempestive sur voie occupée
06/02/2015;Annemasse;oui;Déraillement sans engagement de la voie principale
10/02/2015;Trappes;non;Départ sans autorisation
31/01/2015;Valence;non;Porte ouverte en ligne
30/01/2015;Woippy Triage;non;Déraillement sans engagement de la voie principale
06/02/2015;Biarritz;non;Déraillement sans engagement de la voie principale
02/02/2015;Bordeaux Dépôt;non;Déraillement sans engagement de la voie principale
02/02/2015;Sotteville Dépôt;non;Collision par prise en écharpe
06/02/2015;St Germain au Mont d’Or;non;Accostage brutal
10/09/2015;Marigny;oui;Dépassement de vitesse supérieur à 40km/h
15/07/2016;Conches;non;Circulation de véhicule non autorisée
16/07/2016;Thiers;non;Expédition sans ordre
15/07/2016;Uckange;non;Collision avec enfoncement de heurtoir
24/06/2016;Lyon;non;Collision entre trains ou éléments de trains
27/06/2016;Landivisiau;non;Collision contre obstacle à un passage à niveau
18/07/2016;Villeneuve TSEE;non;Dérive
17/07/2016;Montrouge;non;Erreur de procédure
17/09/2016;LES FLACHERES;oui;Incident grave de passage à niveau
26/09/2016;MAISON LAFFITTE;oui;Déraillement
08/09/2016;GEVREY;non;Talonnage d’aiguille ou bivoie
26/09/2016;PARIS SAINT-LAZARE;non;Départ sans autorisation
15/09/2016;LA CALADE EGUILLES;oui;Collision contre obstacle à un passage à niveau
27/09/2016;JUVISY;non;Talonnage d’aiguille ou bivoie
11/09/2016;BRIVE;non;Collision avec enfoncement de heurtoir
27/09/2016;MONTEREAU;non;Porte ouverte en ligne
07/09/2016;CAEN;oui;Dérive
28/09/2016;NIMES;non;Engagement de gabarit suite à désemparement de pièce
17/11/2016;RAMBOUILLET;oui;Expédition sans ordre
12/10/2016;MONTAUBAN;oui;Collision entre trains ou éléments de trains
15/11/2016;ORLY;oui;Expédition sans ordre
10/11/2016;ENTRE SAUMUR RIVE DROITE ET PORT BOULET;oui;Dépassement de vitesse supérieur à 40km/h
29/09/2016;NIMES;non;Incident caténaire
30/10/2016;GARE DU NORD;oui;Incendie dans un train
04/10/2016;SOUPPES - CHÂTEAU LANDON;non;Collision contre obstacle à un passage à niveau
28/10/2016;SIBELIN;non;Erreur de procédure
07/11/2016;TARBES;non;Déraillement
09/11/2016;AUTERIVE;oui;Dépassement de vitesse supérieur à 40km/h
17/01/2017;LILLE;non;Réalimentation intempestive des caténaires
12/01/2017;LEAZ;oui;Collision entre trains ou éléments de trains
12/01/2017;REIMS;oui;Franchissement de signal
13/01/2017;METZ SABLON;non;Erreur de procédure
15/01/2017;MARSEILLE;oui;Franchissement de signal
10/01/2017;YCHOUX;non;Défaut ayant conduit à un risque grave
13/01/2017;DUNKERQUE;non;Dérive
07/01/2017;LOURCHES;non;Incident grave
28/12/2016;WOIPPY;non;Collision
30/12/2016;BRIVE;non;Déraillement sans engagement de la voie principale
25/08/2016;Bon encontre;non;Incident grave
11/08/2016;Rennes;oui;Franchissement de signal
20/08/2016;Crouy;non;Collision contre obstacle
17/08/2016;Les Mazes le Cres;oui;Collision contre obstacle
19/07/2016;Grenoble;non;Déraillement sans engagement de la voie principale
04/08/2016;Bordeaux;non;Perte d’organe du matériel roulant
26/08/2016;Lyon Guillotiere;non;Engagement de gabarit suite à désemparement de pièce
26/08/2016;Entre Port Brillet et Le Genest;non;Collision contre un obstacle à un passage à niveau
27/08/2016;Paris;oui;Dérive
23/08/2016;Le Mans;oui;Défaut géométrie voie
20/03/2017;CALAIS-VILLE;non;Porte ouverte en ligne
20/03/2017;TECHNICENTRE LORRAINE;non;Accident du travail
21/03/2017;NC;non;Accident du travail
22/03/2017;ANNEMASSE;non;Accident du travail
02/03/2017;GEVREY TRIAGE;non;Accostage brutal
23/02/2017;SAINT-LAZARE;non;Départ sans autorisation
13/03/2017;HENDAYE;non;Erreur de procédure
15/03/2017;NOGENT LE PERREUX;non;Sortie intempestive ou engagement d’un domaine fermé
27/02/2017;ARCACHON;non;Franchissement de signal
03/03/2017;FARBUS;non;Avarie matériel roulant
20/02/2017;SAINT-VIT;non;Erreur de procédure
21/02/2017;MARSEILLE BLANCARDE;non;Incident caténaire
02/03/2017;BAR Sur AUBE;oui;Désordre d’ouvrage en terre
01/03/2017;ERMONT;non;Accident du travail
29/11/2016;L'ISLE JOURDAIN;oui;Déraillement
08/12/2016;RECQUIGNIES;non;Déraillement sans engagement de la voie principale
25/12/2016;BORDEAUX SAINT-JEAN;non;Déraillement sans engagement de la voie principale
19/12/2016;POITIERS;non;Erreur de procédure
23/11/2016;CHEMIN D'ANTHONY;oui;Franchissement de signal
22/12/2016;Saint-EGREVE;non;Raté de fermeture à un passage à niveau
11/12/2016;BOURG EN BRESSE;non;Collision contre obstacle à un passage à niveau
02/12/2016;TOULOUSE;non;Engagement intempestif d’une circulation sous caténaire consignée
20/12/2016;CLAMART;non;Erreur de procédure
23/11/2016;LES AUBRAIS;oui;Défaut géométrie voie
03/04/2017;SOLIGNAC;oui;Autorisation de franchissement sans vérification
